"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt","urlPart"
"563863","204026","2025-10-06","49.50","AUD","1759640645","280057/2025-10-06/1759640645.json"
"691098","378435","2025-10-06","50.40","AUD","1759640645","280057/2025-10-06/1759640645.json"
"563857","204022","2025-10-06","50.40","AUD","1759640645","280057/2025-10-06/1759640645.json"
"563856","204021","2025-10-06","54.00","AUD","1759640645","280057/2025-10-06/1759640645.json"
"563855","204020","2025-10-06","56.70","AUD","1759640645","280057/2025-10-06/1759640645.json"
"563863","204026","2025-10-07","49.50","AUD","1759640645","280057/2025-10-07/1759640645.json"
"563857","204022","2025-10-07","51.30","AUD","1759640645","280057/2025-10-07/1759640645.json"
"691098","378435","2025-10-07","51.30","AUD","1759640645","280057/2025-10-07/1759640645.json"
"563855","204020","2025-10-07","56.70","AUD","1759640645","280057/2025-10-07/1759640645.json"
"563863","204026","2025-10-08","49.50","AUD","1759640645","280057/2025-10-08/1759640645.json"
"563857","204022","2025-10-08","51.30","AUD","1759640645","280057/2025-10-08/1759640645.json"
"691098","378435","2025-10-08","51.30","AUD","1759640645","280057/2025-10-08/1759640645.json"
"563855","204020","2025-10-08","56.70","AUD","1759640645","280057/2025-10-08/1759640645.json"
"691098","378435","2025-10-09","51.30","AUD","1759640645","280057/2025-10-09/1759640645.json"
"563857","204022","2025-10-09","51.30","AUD","1759640645","280057/2025-10-09/1759640645.json"
"563863","204026","2025-10-09","54.00","AUD","1759640645","280057/2025-10-09/1759640645.json"
"563855","204020","2025-10-09","56.70","AUD","1759640645","280057/2025-10-09/1759640645.json"
"563856","204021","2025-10-09","56.70","AUD","1759640645","280057/2025-10-09/1759640645.json"
"563863","204026","2025-10-10","54.00","AUD","1759640645","280057/2025-10-10/1759640645.json"
"563857","204022","2025-10-10","55.80","AUD","1759640645","280057/2025-10-10/1759640645.json"
"691098","378435","2025-10-10","55.80","AUD","1759640645","280057/2025-10-10/1759640645.json"
"563855","204020","2025-10-10","56.70","AUD","1759640645","280057/2025-10-10/1759640645.json"
"563863","204026","2025-10-11","54.00","AUD","1759640645","280057/2025-10-11/1759640645.json"
"691098","378435","2025-10-11","55.80","AUD","1759640645","280057/2025-10-11/1759640645.json"
"563857","204022","2025-10-11","55.80","AUD","1759640645","280057/2025-10-11/1759640645.json"
"563855","204020","2025-10-11","56.70","AUD","1759640645","280057/2025-10-11/1759640645.json"
"563856","204021","2025-10-11","56.70","AUD","1759640645","280057/2025-10-11/1759640645.json"
"563863","204026","2025-10-12","54.00","AUD","1759640645","280057/2025-10-12/1759640645.json"
"691098","378435","2025-10-12","55.80","AUD","1759640645","280057/2025-10-12/1759640645.json"
"563857","204022","2025-10-12","55.80","AUD","1759640645","280057/2025-10-12/1759640645.json"
"563855","204020","2025-10-12","56.70","AUD","1759640645","280057/2025-10-12/1759640645.json"
"563856","204021","2025-10-12","56.70","AUD","1759640645","280057/2025-10-12/1759640645.json"
"563863","204026","2025-10-13","54.00","AUD","1759640645","280057/2025-10-13/1759640645.json"
"691098","378435","2025-10-13","55.80","AUD","1759640645","280057/2025-10-13/1759640645.json"
"563857","204022","2025-10-13","55.80","AUD","1759640645","280057/2025-10-13/1759640645.json"
"563855","204020","2025-10-13","56.70","AUD","1759640645","280057/2025-10-13/1759640645.json"
"563856","204021","2025-10-13","56.70","AUD","1759640645","280057/2025-10-13/1759640645.json"
"563863","204026","2025-10-14","54.00","AUD","1759640645","280057/2025-10-14/1759640645.json"
"691098","378435","2025-10-14","55.80","AUD","1759640645","280057/2025-10-14/1759640645.json"
"563857","204022","2025-10-14","55.80","AUD","1759640645","280057/2025-10-14/1759640645.json"
"563855","204020","2025-10-14","56.70","AUD","1759640645","280057/2025-10-14/1759640645.json"
"563856","204021","2025-10-14","56.70","AUD","1759640645","280057/2025-10-14/1759640645.json"
